tbl,Year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2018,1,34685,"Savannah, GA",14685,SAV,68,351470,0.3886,239.21,0.0854,25,115190,0.3216,239.03,0.0626,43,236280,0.4212,239.29,0.0968,2018114685SAV
Table 7,2017,2,30581,"Bangor, ME",10581,BGR,18,64060,0.3723,198.12,-0.1527,10,27410,0,198.53,-0.0521,8,36650,0.6508,197.81,-0.2152,2017210581BGR
Table 7,2018,2,32884,"Lansing, MI",12884,LAN,19,25980,0,247.23,-0.0457,12,18860,0,219.24,-0.0783,7,7120,0,321.38,0.0195,2018212884LAN
Table 7,2017,3,30466,"Phoenix, AZ",14107,PHX,154,4633780,0.9358,196.92,-0.0028,35,1663890,0.9436,158.84,0.0568,119,2969890,0.9314,218.25,-0.0252,2017314107PHX
Table 7,2017,1,30194,"Dallas/Fort Worth, TX",11259,DAL,139,2094160,0.995,175.78,-7.1399,37,907690,0.9989,180.37,2.3684,102,1186470,0.9921,172.26,-13.5707,2017111259DAL
Table 7,2017,1,30849,"Bozeman, MT",10849,BZN,45,151840,0.098,294.86,18.3647,6,41830,0.2022,221.39,15.4715,39,110010,0.0584,322.79,19.1432,2017110849BZN
Table 7,2017,4,34433,"Santa Rosa, CA",15023,STS,9,63450,0,161.98,-0.1984,9,63450,0,161.98,-0.1984,,,,,,2017415023STS
Table 7,2018,1,30476,"Shreveport, LA",14814,SHV,21,40870,0.2055,277.43,0.1581,4,11010,0,298.51,0.5834,17,29860,0.2813,269.66,0.0437,2018114814SHV
Table 7,2018,1,31003,"Cedar Rapids/Iowa City, IA",11003,CID,45,164140,0.4495,239.32,0.0021,8,37520,0,290.14,0.2282,37,126620,0.5827,224.26,-0.0639,2018111003CID
Table 7,2017,4,32600,"Little Rock, AR",12992,LIT,63,344590,0.7799,252.1,0.0513,23,148440,0.6131,238.93,0.0799,40,196150,0.9062,262.07,0.0324,2017412992LIT
Table 7,2018,2,31637,"Fargo, ND",11637,FAR,39,109840,0.454,260.56,0.0279,5,21870,0.3699,256.13,0.2447,34,87970,0.4749,261.66,-0.0139,2018211637FAR
Table 7,2017,3,31703,"New York City, NY (Metropolitan Area)",12197,HPN,157,314060,0.4852,230.32,0.2627,45,50530,0,254.89,0.3431,112,263530,0.5782,225.61,0.2465,2017312197HPN
Table 7,2017,1,34711,"Philipsburg/State College, PA",14711,SCE,9,8880,0,301.95,28.9893,4,4360,0,318.37,92.8593,5,4520,0,286.12,-4.837,2017114711SCE
Table 7,2017,2,31252,"Daytona Beach, FL",11252,DAB,41,106760,0.2597,207.47,-0.1525,7,26470,0,205.32,-0.0804,34,80290,0.3454,208.18,-0.1736,2017211252DAB
Table 7,2017,2,30781,"Baton Rouge, LA",10781,BTR,37,91680,0,278.78,0.1531,9,42750,0,260.48,0.277,28,48930,0,294.77,0.0728,2017210781BTR
Table 7,2017,3,36101,"Yakima, WA",16101,YKM,9,11130,0,166.36,-0.2424,4,5630,0,150.74,-0.1468,5,5500,0,182.35,-0.3081,2017316101YKM
Table 7,2018,2,34570,"Reno, NV",14570,RNO,72,757300,0.9376,213.95,-0.0843,18,421970,0.9812,167.93,-0.1181,54,335330,0.8828,271.86,-0.0562,2018214570RNO
Table 7,2017,4,32457,"San Francisco, CA (Metropolitan Area)",14771,SFO,162,6656800,0.8,244.64,-0.0051,26,2316200,0.7841,134.98,-0.1761,136,4340600,0.8084,303.16,0.0465,2017414771SFO
Table 7,2017,2,30194,"Dallas/Fort Worth, TX",11298,DFW,182,5571560,0.4668,218.76,0.0918,66,1323250,0.1748,202.37,0.0756,116,4248310,0.5578,223.86,0.0965,2017211298DFW
Table 7,2017,1,34492,"Raleigh/Durham, NC",14492,RDU,105,1744650,0.7023,207.73,-0.5631,61,1177360,0.6329,175.68,-4.172,44,567290,0.8464,274.24,4.6783,2017114492RDU
Table 7,2017,2,31775,"Sioux Falls, SD",11775,FSD,46,154000,0.5664,222.85,-0.124,9,33840,0.3413,240.76,-0.0704,37,120160,0.6298,217.81,-0.1395,2017211775FSD
Table 7,2017,3,31337,"Duluth, MN",11337,DLH,10,13870,0,226.84,0.022,2,8480,0,177.08,-0.1504,8,5390,0,305.13,0.2543,2017311337DLH
Table 7,2017,4,31252,"Daytona Beach, FL",11252,DAB,37,90290,0.2766,215.1,-0.1188,5,21020,0,202.29,-0.0482,32,69270,0.3605,218.98,-0.1367,2017411252DAB
Table 7,2017,4,35380,"Traverse City, MI",15380,TVC,29,36920,0,317.96,0.1423,13,14000,0,286.81,0.1169,16,22920,0,336.98,0.1559,2017415380TVC
Table 7,2018,1,34653,"Tulsa, OK",15370,TUL,62,417320,0.8215,232.52,-0.0126,18,200920,0.7101,213.23,-0.0207,44,216400,0.9249,250.43,-0.006,2018115370TUL
Table 7,2018,1,32547,"Rochester, MN",14633,RST,16,16080,0,274.89,0.3302,2,3590,0,291.96,-20.3223,14,12490,0,269.98,-0.0015,2018114633RST
Table 7,2018,1,30408,"Appleton, WI",10408,ATW,25,66730,0.5214,222.25,-0.0248,2,6650,0,272.35,0.656,23,60080,0.5791,216.7,-0.0775,2018110408ATW
Table 7,2017,1,34082,"Punta Gorda, FL",14082,PGD,31,288080,1,110.2,-48.4909,4,18210,1,77.22,-65.7584,27,269870,1,112.42,-47.2582,2017114082PGD
Table 7,2018,2,31982,"Killeen, TX",11982,GRK,13,10440,0,266.68,-0.0551,1,2370,0,232.66,-0.0335,12,8070,0,276.68,-0.0603,2018211982GRK
Table 7,2018,2,33485,"Madison, WI",13485,MSN,63,346640,0.1852,271.45,0.1646,17,92280,0,264.5,0.1937,46,254360,0.2523,273.98,0.1548,2018213485MSN
Table 7,2017,2,31973,"Gulfport/Biloxi, MS",11973,GPT,27,44620,0,270.44,0.0301,5,15410,0,229.25,0.0089,22,29210,0,292.17,0.0391,2017211973GPT
Table 7,2017,3,30436,"Tucson, AZ",15376,TUS,75,509800,0.8671,226.64,-0.0466,11,154200,0.9866,171.16,-0.0894,64,355600,0.8153,250.7,-0.0332,2017315376TUS
Table 7,2017,1,35323,"Bristol/Johnson City/Kingsport, TN",15323,TRI,23,28610,0.151,280.7,9.8042,15,19390,0.2228,238.14,-1.6183,8,9220,0,370.22,30.2626,2017115323TRI
Table 7,2017,3,33667,"Norfolk, VA (Metropolitan Area)",13931,ORF,90,672900,0.7398,253.23,0.0715,45,341450,0.6788,221.97,0.047,45,331450,0.8027,285.44,0.0919,2017313931ORF
Table 7,2017,3,33360,"Melbourne, FL",13360,MLB,20,27100,0,211.36,-0.1612,2,10170,0,212.14,-0.0655,18,16930,0,210.89,-0.2101,2017313360MLB
Table 7,2017,4,30721,"Boston, MA (Metropolitan Area)",13296,MHT,143,422380,0.7749,221.2,0.0664,37,147050,0.6186,189.66,0.0968,106,275330,0.8584,238.04,0.054,2017413296MHT
Table 7,2018,2,34025,"Plattsburgh, NY",14025,PBG,7,38010,0.9995,107.72,-0.5271,,,,,,7,38010,0.9995,107.72,-0.5271,2018214025PBG
Table 7,2017,1,31703,"New York City, NY (Metropolitan Area)",12197,HPN,148,297980,0.5398,239.87,28.1465,45,40970,0,238.84,19.5319,103,257010,0.6258,240.04,29.6283,2017112197HPN
Table 7,2017,3,31895,"Great Falls, MT",12003,GTF,19,34320,0.3464,197.42,-0.1608,2,8190,0,210.93,0.1961,17,26130,0.455,193.19,-0.2385,2017312003GTF
Table 7,2017,2,35380,"Traverse City, MI",15380,TVC,28,36600,0,326.6,0.1661,14,15060,0,312.11,0.1705,14,21540,0,336.74,0.1633,2017215380TVC
Table 7,2017,4,30852,"Washington, DC (Metropolitan Area)",11278,DCA,171,4341430,0.63,212.62,0.1098,73,2123190,0.5218,189.12,0.1697,98,2218240,0.7335,235.12,0.0676,2017411278DCA
Table 7,2017,2,31337,"Duluth, MN",11337,DLH,10,11240,0,224.26,-0.0314,2,7050,0,169.79,-0.2002,8,4190,0,315.92,0.1971,2017211337DLH
Table 7,2018,2,34489,"Bend/Redmond, OR",14489,RDM,32,122690,0,205.32,-0.1575,8,56450,0,168.06,-0.2366,24,66240,0,237.08,-0.1013,2018214489RDM
Table 7,2017,1,34524,"Richmond, VA",14524,RIC,68,549550,0.6278,247.19,4.6906,34,308960,0.6388,219.58,5.1024,34,240590,0.6138,282.65,4.2829,2017114524RIC
Table 7,2018,2,30980,"Chattanooga, TN",10980,CHA,52,148540,0.0594,256.36,0.0507,26,85820,0.1028,236.96,0.0317,26,62720,0,282.89,0.0735,2018210980CHA
Table 7,2017,4,33377,"Monroe, LA",13377,MLU,8,8920,0,335.98,0.3247,1,3780,0,326.96,0.7154,7,5140,0,342.61,0.1422,2017413377MLU
Table 7,2018,1,33195,"Tampa, FL (Metropolitan Area)",15304,TPA,136,3652710,0.9315,196.4,-0.0198,33,588670,0.7612,187.99,-0.0155,103,3064040,0.9642,198.01,-0.0206,2018115304TPA
Table 7,2018,2,30620,"Billings, MT",10620,BIL,39,124840,0.2148,252.32,0.0293,5,42780,0,246.5,0.0628,34,82060,0.3268,255.35,0.0133,2018210620BIL
Table 7,2017,1,31135,"Myrtle Beach, SC",13577,MYR,38,124600,0.7887,175.74,-23.7937,24,87150,0.7966,157.02,-32.2306,14,37450,0.7704,219.28,-3.8462,MYR 2017113577.00
Table 7,2017,1,34696,"South Bend, IN",14696,SBN,29,87630,0.6058,182.73,-19.2774,10,19790,0,236,14.3344,19,67840,0.7826,167.19,-27.9938,2017114696SBN
Table 7,2017,1,31921,"Grand Junction, CO",11921,GJT,15,27560,0.1499,219.49,-8.4464,8,17790,0.2322,182.16,-27.8532,7,9770,0,287.48,32.7545,2017111921GJT
Table 7,2018,1,31603,"Eugene, OR",11603,EUG,38,143160,0.2877,194.97,-0.2155,9,55960,0.2659,167.03,-0.2842,29,87200,0.3017,212.9,-0.1757,2018111603EUG
Table 7,2017,4,30713,"Boise, ID",10713,BOI,67,668700,0.6714,196.05,-0.106,23,487170,0.6358,160.41,-0.1629,44,181530,0.7669,291.68,-0.0063,2017410713BOI
Table 7,2018,2,31703,"New York City, NY (Metropolitan Area)",11618,EWR,175,5708180,0.5064,246.36,0.1685,53,1044200,0.3268,203.02,0.2703,122,4663980,0.5466,256.06,0.1522,2018211618EWR
Table 7,2017,1,33277,"Montgomery, AL",13277,MGM,15,18410,0,280.72,10.6174,6,12990,0,274.13,13.2149,9,5420,0,296.52,5.2662,2017113277MGM
Table 7,2018,2,33728,"Pensacola, FL",14193,PNS,68,352640,0.6815,262.06,0.0977,25,142640,0.4417,245.72,0.0173,43,210000,0.8444,273.16,0.1534,2018214193PNS
Table 7,2017,2,34685,"Savannah, GA",14685,SAV,69,454090,0.4342,240.2,0.1181,26,151290,0.4132,222.36,0.0069,43,302800,0.4448,249.11,0.1761,2017214685SAV
Table 7,2017,2,35041,"Sun Valley/Hailey/Ketchum, ID",15041,SUN,9,9310,0,242,-0.1104,9,9310,0,242,-0.1104,,,,,,2017215041SUN
Table 7,2018,2,32575,"Los Angeles, CA (Metropolitan Area)",12954,LGB,154,800660,0.965,128.03,-0.312,23,574640,0.9632,102.4,-0.3744,131,226020,0.9696,193.21,-0.2053,2018212954LGB
Table 7,2018,1,30928,"Wichita, KS",12278,ICT,53,216820,0.698,238.27,0.0006,14,67550,0.3024,242.55,0.1498,39,149270,0.8771,236.34,-0.0564,2018112278ICT
Table 7,2018,2,35096,"Syracuse, NY",15096,SYR,63,408360,0.5636,245.06,0.0217,24,144340,0.3913,221.78,0.0908,39,264020,0.6578,257.79,-0.0079,2018215096SYR
Table 7,2017,2,33316,"Omaha, NE",13871,OMA,81,854670,0.8836,228.75,0.0215,19,254740,0.7222,208.37,0.0234,62,599930,0.9521,237.4,0.0207,2017213871OMA
Table 7,2017,4,34262,"Palm Springs, CA",14262,PSP,48,336180,0.3309,240.31,0.0374,8,77730,0.7477,179.9,0.0128,40,258450,0.2055,258.48,0.0426,2017414262PSP
Table 7,2017,4,30140,"Albuquerque, NM",10140,ABQ,83,954060,0.9234,216.04,-0.0216,19,406480,0.9395,171.74,-0.1075,64,547580,0.9114,248.92,0.0292,2017410140ABQ
Table 7,2018,2,31252,"Daytona Beach, FL",11252,DAB,43,115750,0.2419,216.02,-0.1234,8,31150,0,211.41,-0.0582,35,84600,0.331,217.72,-0.1446,2018211252DAB
Table 7,2017,1,34783,"Springfield, MO",14783,SGF,37,109870,0.3854,238.36,0.9706,7,30930,0,293.64,41.3912,30,78940,0.5364,216.7,-12.335,2017114783SGF
Table 7,2017,4,30980,"Chattanooga, TN",10980,CHA,55,158950,0.0525,228.06,-0.0456,29,91460,0.0913,218.46,-0.0245,26,67490,0,241.06,-0.0702,2017410980CHA
Table 7,2017,1,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,180,868150,0.8442,200.15,0.1941,27,394080,0.9179,157.07,-1.5298,153,474070,0.7829,235.96,1.1742,2017113891ONT
Table 7,2017,3,33158,"Midland/Odessa, TX",13158,MAF,42,164260,0.8076,284.44,0.3429,12,116990,0.754,275.3,0.4437,30,47270,0.9401,307.05,0.1628,MAF 2017313158.00
Table 7,2018,1,32467,"Miami, FL (Metropolitan Area)",13303,MIA,148,3047130,0.2856,223.23,0.0529,32,462670,0.3263,192.2,0.0566,116,2584460,0.2783,228.79,0.0523,2018113303MIA
Table 7,2018,1,30140,"Albuquerque, NM",10140,ABQ,72,747850,0.9616,201.05,-0.0987,19,367940,0.9366,163.85,-0.1663,53,379910,0.9857,237.08,-0.047,2018110140ABQ
Table 7,2018,1,33256,"Mission/McAllen/Edinburg, TX",13256,MFE,25,78800,0.2332,272.57,0.0421,3,26180,0,243.52,0.0337,22,52620,0.3493,287.02,0.0456,2018113256MFE
Table 7,2017,4,30994,"Charleston, SC",10994,CHS,78,755740,0.6454,226.71,0.0367,41,447580,0.6095,204.96,0.0061,37,308160,0.6974,258.3,0.0743,2017410994CHS
Table 7,2017,4,33158,"Midland/Odessa, TX",13158,MAF,39,183170,0.7723,284.59,0.3663,13,135390,0.7204,275.53,0.447,26,47780,0.9194,310.25,0.1981,MAF 2017413158.00
Table 7,2017,4,31695,"Flagstaff, AZ",11695,FLG,8,7050,0,195.55,-0.1621,8,7050,0,195.55,-0.1621,,,,,,2017411695FLG
Table 7,2017,2,34236,"Paso Robles/San Luis Obispo, CA",14698,SBP,21,49800,0,261.57,0.0593,6,20920,0,190.72,0.001,15,28880,0,312.9,0.0872,2017214698SBP
Table 7,2017,3,30581,"Bangor, ME",10581,BGR,35,107470,0.1831,247.06,0.0462,11,49500,0,224.66,0.1444,24,57970,0.3395,266.19,-0.0148,2017310581BGR
Table 7,2018,2,34711,"Philipsburg/State College, PA",14711,SCE,16,21110,0,319.42,0.208,7,11160,0,260.68,0.3425,9,9950,0,385.3,0.1226,2018214711SCE
Table 7,2017,3,30852,"Washington, DC (Metropolitan Area)",11278,DCA,173,4231220,0.6467,205.06,0.0987,74,2094220,0.5237,180.96,0.1294,99,2137000,0.7672,228.67,0.076,2017311278DCA
Table 7,2017,4,32206,"Harlingen/San Benito, TX",12206,HRL,32,97490,0.8639,215.47,-0.0121,7,50350,0.937,191.65,0.1037,25,47140,0.7857,240.91,-0.0929,2017412206HRL
Table 7,2017,1,31714,"Fort Myers, FL",14635,RSW,94,2264110,0.9051,203.26,-1.838,10,107320,0.7288,221.59,5.0302,84,2156790,0.9138,202.35,-2.1865,2017114635RSW
Table 7,2017,4,32280,"Idaho Falls, ID",12280,IDA,13,23790,0.5313,225.93,-0.0513,10,21360,0.5918,200.15,-0.1112,3,2430,0,452.54,0.286,2017412280IDA
Table 7,2017,3,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,186,2146860,0.7421,211.65,0.0776,26,891920,0.9753,145.36,-0.0443,160,1254940,0.5763,258.77,0.1354,2017314908SNA
Table 7,2017,4,35412,"Knoxville, TN",15412,TYS,63,326440,0.3298,243.25,0.0421,34,210930,0.4455,199.6,-0.0924,29,115510,0.1186,322.96,0.2514,2017415412TYS
Table 7,2017,4,31003,"Cedar Rapids/Iowa City, IA",11003,CID,45,176800,0.4693,241.09,0.0188,7,53360,0.3141,233.61,0.0188,38,123440,0.5364,244.33,0.0188,2017411003CID
Table 7,2017,3,30676,"Belleville, IL",10676,BLV,8,56310,1,80.71,-0.631,3,17660,1,81.02,-0.622,5,38650,1,80.56,-0.635,2017310676BLV
Table 7,2018,2,30562,"Mobile, AL",13422,MOB,37,71900,0,317.36,0.3556,8,27030,0,289.06,0.5896,29,44870,0,334.41,0.259,2018213422MOB
Table 7,2018,2,31066,"Columbus, OH",12917,LCK,10,64420,1,77.99,-0.6094,4,18220,1,74.31,-0.665,6,46200,1,79.44,-0.584,2018212917LCK
Table 7,2017,1,35356,"Trenton, NJ",15356,TTN,10,63690,0.9998,93.08,-57.1916,3,7970,1,80.17,-65.7469,7,55720,0.9998,94.92,-55.8597,2017115356TTN
Table 7,2018,1,30279,"Amarillo, TX",10279,AMA,25,76160,0.7458,232.86,0.1143,7,51710,0.7026,220.75,0.2529,18,24450,0.8372,258.48,-0.0712,2018110279AMA
Table 7,2018,2,30158,"Atlantic City, NJ",10158,ACY,8,73710,1,91.71,-0.586,2,7160,1,77.51,-0.6857,6,66550,1,93.23,-0.5739,2018210158ACY
Table 7,2017,4,34674,"Santa Fe, NM",14674,SAF,9,14980,0,273.98,0.2066,2,8720,0,223.14,0.3968,7,6260,0,344.79,0.0746,2017414674SAF
Table 7,2017,4,31871,"Greenville/Spartanburg, SC",11996,GSP,71,380440,0.4791,235.25,0.0166,42,240930,0.409,212.47,-0.0267,29,139510,0.6002,274.59,0.0808,2017411996GSP
Table 7,2017,2,31136,"Jacksonville, FL",12451,JAX,91,1072110,0.7834,239.56,0.1227,31,426990,0.8334,209.69,0.0833,60,645120,0.7503,259.33,0.145,2017212451JAX
Table 7,2018,1,30693,"Nashville, TN",10693,BNA,101,2109510,0.8486,214,0.0428,57,1177380,0.8126,203.1,0.0304,44,932130,0.8941,227.77,0.0572,2018110693BNA
Table 7,2017,4,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,160,2361490,0.9135,178.17,-0.0883,24,1531690,0.9901,130.62,-0.1582,136,829800,0.7722,265.95,-0.014,2017414831SJC
Table 7,2017,2,34252,"Pasco/Kennewick/Richland, WA",14252,PSC,30,104970,0.3086,198.18,-0.2224,8,48330,0.3093,159.38,-0.3074,22,56640,0.3079,231.28,-0.1618,2017214252PSC
Table 7,2017,3,31423,"Des Moines, IA",11423,DSM,67,426830,0.7657,226.31,-0.0081,15,116500,0.5515,229.8,0.1735,52,310330,0.8461,224.99,-0.0636,2017311423DSM
Table 7,2017,1,32951,"Lafayette, LA",12951,LFT,22,34610,0,280.68,9.1348,4,15110,0,268.25,21.2107,18,19500,0,290.31,1.8683,2017112951LFT
Table 7,2017,3,30198,"Pittsburgh, PA",14122,PIT,101,1571270,0.8035,208.21,0.0088,45,666450,0.5997,212.32,0.1338,56,904820,0.9536,205.19,-0.0694,2017314122PIT
Table 7,2018,2,31057,"Charlotte, NC",11057,CLT,127,2853910,0.4775,248.64,0.2483,83,1920020,0.3908,229.68,0.2742,44,933890,0.6556,287.63,0.2078,2018211057CLT
Table 7,2017,1,33486,"Missoula, MT",13486,MSO,25,75850,0.3089,204.32,-16.7989,6,35150,0.2037,191.66,-19.8666,19,40700,0.3998,215.24,-14.275,2017113486MSO
Table 7,2018,1,34614,"Salt Lake City, UT",14869,SLC,117,2789460,0.8333,224.37,0.0692,40,1425020,0.8662,166.15,-0.0265,77,1364440,0.7989,285.17,0.1373,2018114869SLC
Table 7,2017,1,30980,"Chattanooga, TN",10980,CHA,48,121560,0.0509,223.28,-7.2514,26,79080,0.0783,212.1,-8.4045,22,42480,0,244.08,-5.3232,2017110980CHA
Table 7,2018,1,30721,"Boston, MA (Metropolitan Area)",14307,PVD,126,680140,0.8818,198.21,-0.025,29,149490,0.813,182.71,0.1312,97,530650,0.9011,202.58,-0.0581,2018114307PVD
Table 7,2017,1,31504,"Valparaiso, FL",15624,VPS,42,103160,0.1605,247.16,2.2746,15,40550,0.1874,235.39,1.6296,27,62610,0.1431,254.78,2.6645,2017115624VPS
Table 7,2018,2,32337,"Indianapolis, IN",12339,IND,102,1838950,0.8199,211.86,-0.0139,54,699780,0.674,215.84,0.0395,48,1139170,0.9095,209.42,-0.045,2018212339IND
Table 7,2017,2,34262,"Palm Springs, CA",14262,PSP,40,255890,0.2981,246.99,0.0403,6,64450,0.7932,187.97,0.0303,34,191440,0.1315,266.86,0.0427,2017214262PSP
Table 7,2018,2,31973,"Gulfport/Biloxi, MS",11973,GPT,36,58060,0,277.27,0.0763,9,22970,0,240.53,0.1156,27,35090,0,301.32,0.0568,2018211973GPT
Table 7,2017,2,30685,"Bloomington/Normal, IL",10685,BMI,20,41320,0.3846,190.59,-0.1721,7,18780,0,240.56,0.1664,13,22540,0.705,148.96,-0.4046,2017210685BMI
Table 7,2017,3,30721,"Boston, MA (Metropolitan Area)",10721,BOS,157,6371440,0.9306,211.11,-0.0118,41,1907280,0.9635,165.89,0.0628,116,4464160,0.9166,230.43,-0.0327,2017310721BOS
Table 7,2017,4,31703,"New York City, NY (Metropolitan Area)",12478,JFK,173,4500410,0.8594,258.3,0.1075,51,721010,0.7796,162.18,0.1002,122,3779400,0.8746,276.63,0.1084,2017412478JFK
Table 7,2017,3,30721,"Boston, MA (Metropolitan Area)",14307,PVD,151,809510,0.8514,212.42,0.0952,35,239700,0.8146,184.76,0.1765,116,569810,0.867,224.06,0.0695,2017314307PVD
Table 7,2017,1,34108,"Peoria, IL",14108,PIA,34,93240,0.5255,179.68,-23.9913,8,17600,0,237.93,12.0219,26,75640,0.6478,166.13,-31.3464,2017114108PIA
Table 7,2017,2,33795,"Jacksonville/Camp Lejeune, NC",13795,OAJ,23,26460,0,257.36,-0.1636,16,17060,0,227.18,-0.2325,7,9400,0,312.12,-0.051,2017213795OAJ
Table 7,2017,3,31140,"Corpus Christi, TX",11140,CRP,32,64480,0.6621,264.22,0.1092,6,33100,0.5366,232.3,0.2044,26,31380,0.7945,297.89,0.0414,2017311140CRP
Table 7,2018,2,30852,"Washington, DC (Metropolitan Area)",10821,BWI,174,3957400,0.9489,198.73,-0.0534,72,1564490,0.9514,174.36,0.0059,102,2392910,0.9473,214.67,-0.0821,2018210821BWI
Table 7,2017,2,30852,"Washington, DC (Metropolitan Area)",12264,IAD,169,1930720,0.6129,264.48,0.1637,71,528100,0.4204,196.97,0.1771,98,1402620,0.6854,289.89,0.1603,2017212264IAD
Table 7,2017,4,33244,"Memphis, TN",13244,MEM,80,812950,0.523,234.07,0.0566,37,410470,0.4382,219.62,0.0114,43,402480,0.6095,248.82,0.101,2017413244MEM
Table 7,2017,2,30469,"Kalamazoo, MI",10469,AZO,18,16490,0,324,0.2502,9,9330,0,299.11,0.4939,9,7160,0,356.44,0.0609,2017210469AZO
Table 7,2017,3,33795,"Jacksonville/Camp Lejeune, NC",13795,OAJ,21,26620,0,242.37,-0.1686,15,16370,0,212.4,-0.2491,6,10250,0,290.24,-0.0497,2017313795OAJ
Table 7,2017,2,31267,"Dayton, OH",11267,DAY,63,330140,0.5024,231.64,-0.0663,27,157560,0.1745,220.01,-0.0483,36,172580,0.8018,242.26,-0.0807,2017211267DAY
Table 7,2017,1,30977,"Chicago, IL",13232,MDW,144,2456670,0.9927,168.59,-8.3997,66,828960,0.9927,161.86,-2.6473,78,1627710,0.9927,172.02,-10.9219,2017113232MDW
Table 7,2017,4,30627,"Bismarck/Mandan, ND",10627,BIS,24,64560,0.4523,226.67,-0.0199,4,14960,0,277.88,0.4144,20,49600,0.5887,211.23,-0.1264,2017410627BIS
Table 7,2018,1,34696,"South Bend, IN",14696,SBN,32,93220,0.5945,192.63,-0.1661,10,19340,0,268.82,0.3126,22,73880,0.7501,172.68,-0.274,2018114696SBN
Table 7,2017,4,30257,"Albany, NY",10257,ALB,63,510590,0.8557,241.95,0.0235,22,143780,0.622,226.79,0.1036,41,366810,0.9473,247.9,-0.0024,2017410257ALB
Table 7,2017,1,34262,"Palm Springs, CA",14262,PSP,59,453350,0.3318,245.91,3.0543,7,86580,0.7378,182.93,-0.1006,52,366770,0.236,260.78,3.596,2017114262PSP
Table 7,2018,1,31295,"Detroit, MI",11433,DTW,125,3235100,0.7561,222.4,0.0966,71,1273670,0.5386,217.45,0.2436,54,1961430,0.8973,225.62,0.021,2018111433DTW
Table 7,2017,1,31721,"Flint, MI",11721,FNT,30,105680,0.7508,197.28,-14.5085,8,29470,0.3855,179.66,-17.723,22,76210,0.892,204.09,-13.3562,2017111721FNT
Table 7,2018,2,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,191,1060260,0.8745,208.46,0.0274,27,443110,0.9437,156.97,-0.0244,164,617150,0.8249,245.43,0.0531,2018213891ONT
Table 7,2017,1,30620,"Billings, MT",10620,BIL,28,88530,0.2355,224.9,-5.8051,5,32750,0,243.04,4.4808,23,55780,0.3738,214.25,-11.6012,2017110620BIL
Table 7,2017,3,33044,"Louisville, KY",14730,SDF,75,583010,0.7513,240.81,0.0473,42,362590,0.6388,221.36,0.0534,33,220420,0.9364,272.8,0.0393,2017314730SDF
Table 7,2017,3,31603,"Eugene, OR",11603,EUG,41,171020,0.2928,199.94,-0.1973,9,64570,0.3003,162.68,-0.2996,32,106450,0.2883,222.54,-0.1417,2017311603EUG
Table 7,2018,2,30469,"Kalamazoo, MI",10469,AZO,20,18880,0,300.17,0.1474,12,13680,0,271.35,0.1896,8,5200,0,375.98,0.0751,2018210469AZO
Table 7,2017,4,35356,"Trenton, NJ",15356,TTN,12,87870,1,94.57,-0.569,3,19540,1,89.81,-0.6039,9,68330,1,95.93,-0.5585,2017415356TTN
Table 7,2018,1,31721,"Flint, MI",11721,FNT,27,111430,0.91,180.47,-0.2061,4,24950,0.7768,176.2,-0.1984,23,86480,0.9484,181.7,-0.2082,2018111721FNT
Table 7,2017,4,31135,"Myrtle Beach, SC",13577,MYR,49,201360,0.7785,167.57,-0.2338,28,142190,0.7943,144.61,-0.3266,21,59170,0.7404,222.76,-0.0239,MYR 2017413577.00
Table 7,2018,2,31140,"Corpus Christi, TX",11140,CRP,33,89510,0.6956,261.55,0.06,6,40700,0.5454,228.14,0.184,27,48810,0.8207,289.42,-0.0082,2018211140CRP
Table 7,2017,1,30647,"Cleveland, OH (Metropolitan Area)",11042,CLE,93,1256050,0.7468,213.81,2.7278,44,504880,0.5498,219.57,17.5298,49,751170,0.8791,209.94,-5.6273,CLE 2017111042.00
Table 7,2017,4,33195,"Tampa, FL (Metropolitan Area)",14112,PIE,55,387820,1,96.68,-0.5416,16,92160,1,84.61,-0.6009,39,295660,1,100.44,-0.523,2017414112PIE
Table 7,2017,2,32156,"Helena, MT",12156,HLN,9,9480,0,265.48,-0.1348,1,3940,0,209.64,-0.2606,8,5540,0,305.19,-0.0563,2017212156HLN
Table 7,2018,1,34674,"Santa Fe, NM",14674,SAF,9,12670,0,250.19,0.0499,2,7420,0,200.21,0.1191,7,5250,0,320.82,-0.0044,2018114674SAF
Table 7,2018,2,34689,"Santa Barbara, CA",14689,SBA,26,115830,0,281.15,0.2551,4,33880,0,222.06,0.5529,22,81950,0,305.58,0.1867,2018214689SBA
Table 7,2017,4,30208,"Augusta, GA",10208,AGS,42,79580,0,239.9,-0.1045,19,42550,0,215.9,-0.1571,23,37030,0,267.48,-0.0495,2017410208AGS
