tbl,Year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2017,4,30466,"Phoenix, AZ",10466,AZA,41,305280,1,111.67,-0.4924,7,51070,1,84.73,-0.5798,34,254210,1,117.08,-0.4766,2017410466AZA
Table 7,2018,2,31977,"Green Bay, WI",11977,GRB,38,70300,0,302.23,0.2244,7,17300,0,271.27,0.7546,31,53000,0,312.33,0.1278,2018211977GRB
Table 7,2018,2,34433,"Santa Rosa, CA",15023,STS,9,77870,0,156.44,-0.2389,9,77870,0,156.44,-0.2389,,,,,,2018215023STS
Table 7,2017,4,31703,"New York City, NY (Metropolitan Area)",12391,ISP,115,293450,0.9734,172.3,-0.0829,42,49450,0.891,181.03,0.0558,73,244000,0.9901,170.53,-0.1081,2017412391ISP
Table 7,2017,2,31123,"St. Louis, MO",15016,STL,104,2187300,0.8865,226.6,0.1026,51,954130,0.7899,218.37,0.0858,53,1233170,0.9612,232.96,0.1152,2017215016STL
Table 7,2017,2,32457,"San Francisco, CA (Metropolitan Area)",13796,OAK,160,2225680,0.9928,175.77,-0.1216,27,1464980,0.9973,143.22,-0.1462,133,760700,0.9841,238.46,-0.0912,2017213796OAK
Table 7,2018,2,33495,"New Orleans, LA",13495,MSY,110,2523630,0.956,213.53,-0.0057,42,909710,0.9076,187.28,-0.0729,68,1613920,0.9833,228.32,0.0287,2018213495MSY
Table 7,2017,2,31135,"Myrtle Beach, SC",13577,MYR,60,359940,0.8938,152.81,-0.3071,37,259040,0.9008,129.41,-0.395,23,100900,0.8757,212.89,-0.1037,MYR 2017213577.00
Table 7,2018,2,34027,"West Palm Beach/Palm Beach, FL",14027,PBI,85,1244110,0.818,209.32,0.0317,15,138310,0.7026,207.85,0.0476,70,1105800,0.8324,209.5,0.0298,2018214027PBI
Table 7,2018,2,30194,"Dallas/Fort Worth, TX",11298,DFW,189,5854410,0.4382,228.05,0.1256,68,1414800,0.1727,213.37,0.1232,121,4439610,0.5228,232.72,0.1264,2018211298DFW
Table 7,2017,4,31650,"Minneapolis/St. Paul, MN",13487,MSP,147,4027240,0.6113,212.53,0.0649,49,1121650,0.6719,192.44,0.1034,98,2905590,0.5879,220.28,0.0525,2017413487MSP
Table 7,2017,4,30647,"Cleveland, OH (Metropolitan Area)",11042,CLE,97,1522780,0.7741,203.2,0.0012,46,716750,0.5744,197.07,0.1117,51,806030,0.9516,208.66,-0.076,CLE 2017411042.00
Table 7,2017,4,30620,"Billings, MT",10620,BIL,34,106170,0.1979,253.27,0.0511,5,39300,0,251.64,0.1364,29,66870,0.3142,254.24,0.0072,2017410620BIL
Table 7,2017,1,33502,"Montrose/Delta, CO",13502,MTJ,26,43340,0.1135,323.27,24.8006,7,14700,0.3347,228.03,-4.3614,19,28640,0,372.15,38.0378,2017113502MTJ
Table 7,2017,2,31823,"Fort Wayne, IN",11823,FWA,41,107010,0.3783,227.31,-0.0762,17,36880,0.0683,266.12,0.123,24,70130,0.5413,206.9,-0.1752,2017211823FWA
Table 7,2018,2,31481,"Panama City, FL",11481,ECP,54,190810,0.8541,255.98,0.0917,17,94650,0.7905,228.13,0.0015,37,96160,0.9167,283.4,0.1756,2018211481ECP
Table 7,2018,1,31337,"Duluth, MN",11337,DLH,7,11220,0,250.15,-0.0166,2,4630,0,181.8,-0.1393,5,6590,0,298.17,0.0473,2018111337DLH
Table 7,2017,4,34576,"Rochester, NY",14576,ROC,64,442440,0.7285,222.87,0.0649,28,222400,0.6164,195.61,0.2321,36,220040,0.8418,250.42,-0.0381,2017414576ROC
Table 7,2017,2,30627,"Bismarck/Mandan, ND",10627,BIS,24,66720,0.6488,213.91,-0.1248,4,17880,0.4217,225.81,0.0991,20,48840,0.732,209.55,-0.19,2017210627BIS
Table 7,2017,4,31898,"Grand Forks, ND",11898,GFK,8,22870,0.7648,173.99,-0.2005,1,2580,0,277,144.144,7,20290,0.862,160.89,-0.3435,2017411898GFK
Table 7,2017,1,33244,"Memphis, TN",13244,MEM,73,652060,0.5641,239.16,0.6913,35,349160,0.4806,225.89,-1.9527,38,302900,0.6604,254.45,3.549,2017113244MEM
Table 7,2018,2,34303,"Pullman, WA",14303,PUW,8,13350,0,176.92,-0.3287,4,10880,0,166.39,-0.34,4,2470,0,223.3,-0.2888,2018214303PUW
Table 7,2017,4,31637,"Fargo, ND",11637,FAR,36,101260,0.3325,260.52,0.0548,4,14990,0,321.92,0.7539,32,86270,0.3903,249.85,-0.0316,2017411637FAR
Table 7,2018,2,32206,"Harlingen/San Benito, TX",12206,HRL,32,102620,0.8728,218.91,-0.0446,8,55470,0.9142,191.75,-0.0002,24,47150,0.8242,250.86,-0.0813,2018212206HRL
Table 7,2017,3,34696,"South Bend, IN",14696,SBN,28,77020,0.4935,200.92,-0.1294,10,26500,0,264.06,0.375,18,50520,0.7524,167.79,-0.3318,2017314696SBN
Table 7,2018,2,31146,"Charleston/Dunbar, WV",11146,CRW,26,39840,0.0374,303.71,0.221,15,23360,0,257.84,0.1869,11,16480,0.0904,368.73,0.2567,2018211146CRW
Table 7,2018,1,33570,"San Diego, CA",14679,SAN,128,3783210,0.9189,206.02,-0.0777,20,1350860,0.9503,136.44,-0.2054,108,2432350,0.9015,244.67,-0.0294,2018114679SAN
Table 7,2017,4,30185,"Alexandria, LA",10185,AEX,13,9340,0,310.26,0.2147,1,2770,0,281.51,0.216,12,6570,0,322.37,0.2142,2017410185AEX
Table 7,2017,3,31977,"Green Bay, WI",11977,GRB,33,58090,0,322.16,0.4081,7,17200,0,281.04,0.9016,26,40890,0,339.45,0.2914,2017311977GRB
Table 7,2018,2,34685,"Savannah, GA",14685,SAV,77,544640,0.4673,230.27,0.0615,27,181490,0.5236,214.36,-0.0234,50,363150,0.4392,238.21,0.1047,2018214685SAV
Table 7,2017,1,33360,"Melbourne, FL",13360,MLB,23,38940,0,204.53,-18.521,2,12250,0,202.42,-13.4737,21,26690,0,205.51,-20.6144,2017113360MLB
Table 7,2017,2,33214,"San Antonio, TX",14683,SAT,110,1646530,0.9022,237.33,0.0643,24,309250,0.7648,211.51,-0.0557,86,1337280,0.9339,243.3,0.0922,2017214683SAT
Table 7,2017,1,31057,"Charlotte, NC",11057,CLT,120,2217390,0.3589,236.6,18.6274,79,1539220,0.309,211,16.6498,41,678170,0.4722,294.7,21.9881,2017111057CLT
Table 7,2017,3,31986,"Grand Rapids, MI",11986,GRR,73,479820,0.7483,239.18,0.041,33,193230,0.5307,233.43,0.0862,40,286590,0.8949,243.05,0.0137,2017311986GRR
Table 7,2017,4,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,23,95530,0.5112,184.38,-0.1934,6,27080,0,273.17,0.212,17,68450,0.7135,149.26,-0.3506,2017410135ABE
Table 7,2017,1,31423,"Des Moines, IA",11423,DSM,64,406420,0.7327,223.56,-2.6375,15,95060,0.5458,238.29,14.563,49,311360,0.7898,219.07,-7.2615,2017111423DSM
Table 7,2018,2,31871,"Greenville/Spartanburg, SC",11996,GSP,67,350700,0.5552,257.42,0.088,38,207940,0.5519,235.2,0.0492,29,142760,0.5601,289.8,0.1376,2018211996GSP
Table 7,2017,1,33316,"Omaha, NE",13871,OMA,76,701180,0.8597,222.42,-0.5296,18,205040,0.6753,201.88,-0.5828,58,496140,0.9359,230.91,-0.5104,2017113871OMA
Table 7,2018,1,30423,"Austin, TX",10423,AUS,116,2359230,0.9172,220.73,0.0572,24,326550,0.8281,199.72,0.0402,92,2032680,0.9315,224.1,0.0597,2018110423AUS
Table 7,2017,4,31995,"Greensboro/High Point, NC",11995,GSO,64,319950,0.0219,243.06,0.0682,41,230580,0.0304,219.48,0.0797,23,89370,0,303.89,0.0474,2017411995GSO
Table 7,2018,1,33044,"Louisville, KY",14730,SDF,67,509490,0.6754,239.29,0.0044,37,305290,0.5337,227.49,0.0068,30,204200,0.8871,256.94,0.0014,2018114730SDF
Table 7,2017,3,30424,"Wausau/Mosinee/Stevens Point, WI",11203,CWA,12,6470,0,338.35,0.2049,,,,,,12,6470,0,338.35,0.2049,2017311203CWA
Table 7,2017,2,30279,"Amarillo, TX",10279,AMA,29,86230,0.7951,237.45,0.0784,7,54510,0.7217,223.66,0.2506,22,31720,0.9212,261.14,-0.1032,2017210279AMA
Table 7,2017,3,33277,"Montgomery, AL",13277,MGM,17,15860,0,315.21,0.3207,5,8720,0,297.31,0.3458,12,7140,0,337.08,0.2947,2017313277MGM
Table 7,2017,1,32206,"Harlingen/San Benito, TX",12206,HRL,29,92560,0.7805,220.99,1.3458,7,45910,0.9442,194.84,5.7329,22,46650,0.6193,246.72,-1.8201,2017112206HRL
Table 7,2018,1,30255,"Huntsville, AL",12217,HSV,48,133130,0,333.29,0.3896,21,77250,0,316.58,0.5705,27,55880,0,356.4,0.2173,2018112217HSV
Table 7,2017,2,30852,"Washington, DC (Metropolitan Area)",11278,DCA,173,4598300,0.6492,219.69,0.1128,75,2250760,0.5311,191.29,0.1254,98,2347540,0.7624,246.91,0.1037,2017211278DCA
Table 7,2017,4,31267,"Dayton, OH",11267,DAY,66,300270,0.0469,227.68,-0.0512,29,156360,0,208.59,-0.0411,37,143910,0.0978,248.42,-0.0603,2017411267DAY
Table 7,2018,2,30721,"Boston, MA (Metropolitan Area)",14307,PVD,151,864930,0.8691,210.33,0.0391,37,227470,0.8147,192.76,0.151,114,637460,0.8885,216.6,0.008,2018214307PVD
Table 7,2017,4,31454,"Orlando, FL",13204,MCO,147,6665500,0.9646,183.17,-0.097,33,843630,0.8493,177.93,-0.0578,114,5821870,0.9813,183.93,-0.1022,2017413204MCO
Table 7,2017,4,34653,"Tulsa, OK",15370,TUL,69,506980,0.817,225.08,-0.0261,20,236490,0.7217,200.11,-0.0441,49,270490,0.9002,246.91,-0.013,2017415370TUL
Table 7,2018,1,34108,"Peoria, IL",14108,PIA,28,83750,0.5952,175.44,-0.2454,8,15550,0,252.13,0.1662,20,68200,0.7309,157.95,-0.3314,2018114108PIA
Table 7,2017,3,30408,"Appleton, WI",10408,ATW,31,65650,0.4128,228.71,-0.0542,6,11070,0,285.04,0.3183,25,54580,0.4965,217.29,-0.1204,2017310408ATW
Table 7,2017,2,33256,"Mission/McAllen/Edinburg, TX",13256,MFE,30,94010,0.3893,239.45,-0.0479,3,27020,0,237.57,0.0592,27,66990,0.5464,240.21,-0.0848,2017213256MFE
Table 7,2017,3,34027,"West Palm Beach/Palm Beach, FL",14027,PBI,75,908870,0.8055,191.3,-0.0063,12,112440,0.7633,177.42,-0.0301,63,796430,0.8115,193.26,-0.0031,2017314027PBI
Table 7,2018,1,33127,"Lewiston, ID",13127,LWS,8,12140,0,153.29,-0.3064,3,10020,0,141.38,-0.3074,5,2120,0,209.6,-0.3029,2018113127LWS
Table 7,2017,4,30279,"Amarillo, TX",10279,AMA,29,90920,0.7826,229.18,0.1158,7,57390,0.7111,218.28,0.2744,22,33530,0.9049,247.84,-0.0605,2017410279AMA
Table 7,2018,1,34689,"Santa Barbara, CA",14689,SBA,24,88080,0,280.3,0.2355,6,30200,0,240.3,0.4167,18,57880,0,301.16,0.1731,2018114689SBA
Table 7,2017,1,31953,"Gainesville, FL",11953,GNV,27,42010,0,248.61,3.4606,7,19610,0,233.01,19.4126,20,22400,0,262.27,-6.2776,2017111953GNV
Table 7,2018,2,33316,"Omaha, NE",13871,OMA,85,968430,0.8625,222.95,0.0304,19,277390,0.6955,208.52,0.0464,66,691040,0.9296,228.74,0.0246,2018213871OMA
Table 7,2017,2,31612,"Evansville, IN",11612,EVV,24,41840,0.153,265.38,0.232,13,32730,0.1955,247.04,0.286,11,9110,0,331.29,0.1074,2017211612EVV
Table 7,2018,1,31775,"Sioux Falls, SD",11775,FSD,38,142170,0.4084,221.2,-0.1169,6,20970,0,280.6,0.0914,32,121200,0.4791,210.93,-0.1541,2018111775FSD
Table 7,2017,3,30615,"El Paso, TX",11540,ELP,72,523260,0.8761,244.03,0.0607,20,287860,0.883,207.52,0.0529,52,235400,0.8675,288.68,0.0677,2017311540ELP
Table 7,2018,1,31123,"St. Louis, MO",15016,STL,100,1844070,0.9041,217.36,0.0642,47,780450,0.8309,211.96,0.0759,53,1063620,0.9578,221.33,0.0562,2018115016STL
Table 7,2017,4,34783,"Springfield, MO",14783,SGF,42,142840,0.3491,239.07,0.0028,8,42390,0,259.32,0.2597,34,100450,0.4965,230.52,-0.0857,2017414783SGF
Table 7,2018,2,30529,"Hartford, CT",10529,BDL,84,1264120,0.8047,239.58,0.0864,27,310740,0.745,217.68,0.1134,57,953380,0.8242,246.72,0.0789,2018210529BDL
Table 7,2017,3,31624,"Key West, FL",11624,EYW,26,50300,0.2334,268.34,0.1717,4,11830,0,232.2,0.1116,22,38470,0.3052,279.45,0.1881,2017311624EYW
Table 7,2017,1,34689,"Santa Barbara, CA",14689,SBA,27,81570,0,292.29,28.6094,6,26290,0,244.68,59.8532,21,55280,0,314.94,19.9473,2017114689SBA
Table 7,2017,3,35323,"Bristol/Johnson City/Kingsport, TN",15323,TRI,23,26470,0.2622,270.34,0.0166,14,19240,0.3607,220.86,-0.131,9,7230,0,402.01,0.3521,2017315323TRI
Table 7,2017,1,30685,"Bloomington/Normal, IL",10685,BMI,13,34060,0.4072,194.09,-15.9523,3,11930,0,248.64,27.2977,10,22130,0.6268,164.69,-34.1592,2017110685BMI
Table 7,2017,2,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,183,959970,0.8579,217.3,0.0474,26,398820,0.9158,161.84,0.0049,157,561150,0.8167,256.72,0.0676,2017213891ONT
Table 7,2017,4,33795,"Jacksonville/Camp Lejeune, NC",13795,OAJ,18,17350,0,278.47,-0.0561,10,8410,0,231.35,-0.1772,8,8940,0,322.79,0.048,2017413795OAJ
Table 7,2018,2,30785,"Burlington, VT",10785,BTV,50,218640,0.6695,246.13,0.0167,13,80690,0.3991,186.44,0.0696,37,137950,0.8277,281.05,-0.0024,2018210785BTV
Table 7,2018,1,32156,"Helena, MT",12156,HLN,11,13050,0,264.07,-0.0513,2,5890,0,248.89,0.0292,9,7160,0,276.56,-0.1032,2018112156HLN
Table 7,2017,1,31703,"New York City, NY (Metropolitan Area)",12953,LGA,161,4652260,0.5664,196.24,9.4862,52,1154170,0.3386,187.52,21.1219,109,3498090,0.6415,199.12,6.3127,2017112953LGA
Table 7,2017,4,34100,"Philadelphia, PA",14100,PHL,128,3812180,0.7587,233.61,0.1188,58,1445020,0.5084,223.15,0.3156,70,2367160,0.9115,239.99,0.0312,2017414100PHL
Table 7,2018,2,33342,"Milwaukee, WI",13342,MKE,93,1388150,0.8456,205.26,-0.0396,35,436420,0.7473,203.29,-0.0562,58,951730,0.8906,206.17,-0.0319,2018213342MKE
Table 7,2018,1,34057,"Portland, OR",14057,PDX,105,2569820,0.8235,187.23,-0.1111,19,721590,0.6853,140.74,-0.1226,86,1848230,0.8774,205.38,-0.1079,2018114057PDX
Table 7,2017,2,34711,"Philipsburg/State College, PA",14711,SCE,12,13530,0,338.59,0.3027,6,7820,0,284.82,0.6568,6,5710,0,412.22,0.0836,2017214711SCE
Table 7,2017,1,33728,"Pensacola, FL",14193,PNS,56,212040,0.537,258.88,8.5696,18,86510,0.424,240.9,2.2625,38,125530,0.6148,271.27,12.8285,2017114193PNS
Table 7,2017,3,34321,"Portland, ME",14321,PWM,67,417120,0.6176,259.85,0.1654,19,173980,0.4721,216.85,0.3019,48,243140,0.7218,290.63,0.1036,2017314321PWM
Table 7,2018,1,32070,"Harrisburg, PA",13230,MDT,44,162970,0.2162,269.31,0.1258,13,60730,0,295.84,0.4492,31,102240,0.3446,253.55,-0.025,2018113230MDT
Table 7,2017,4,32884,"Lansing, MI",12884,LAN,19,33250,0,217.46,-0.1389,11,25080,0,194.16,-0.1771,8,8170,0,288.98,-0.0475,2017412884LAN
Table 7,2017,2,30721,"Boston, MA (Metropolitan Area)",13296,MHT,143,445310,0.8062,228.65,0.0803,38,153500,0.6485,193.3,0.0696,105,291810,0.8892,247.25,0.0847,2017213296MHT
Table 7,2018,2,33044,"Louisville, KY",14730,SDF,74,682350,0.7216,251.72,0.08,40,403680,0.5874,238.62,0.1117,34,278670,0.9161,270.69,0.0421,2018214730SDF
Table 7,2017,1,30615,"El Paso, TX",11540,ELP,64,428490,0.8695,248.86,5.8434,18,251340,0.8686,213.23,2.4293,46,177150,0.8707,299.42,9.5322,2017111540ELP
Table 7,2017,1,32547,"Rochester, MN",14633,RST,7,6130,0,269.47,202.1502,2,4230,0,274.25,9538.6,5,1900,0,258.85,-8.0163,2017114633RST
Table 7,2017,2,30980,"Chattanooga, TN",10980,CHA,48,137320,0.0564,243.11,-0.0124,25,84010,0.0922,226.6,-0.0201,23,53310,0,269.11,-0.0018,2017210980CHA
Table 7,2017,1,34986,"Sarasota/Bradenton, FL",14986,SRQ,55,237700,0.2208,246.66,11.3795,5,31250,0,235.34,7.5007,50,206450,0.2542,248.37,11.9589,2017114986SRQ
Table 7,2017,2,31066,"Columbus, OH",12917,LCK,9,61250,1,79.29,-0.6059,4,18600,1,77.38,-0.651,5,42650,1,80.13,-0.5832,2017212917LCK
Table 7,2017,2,32575,"Los Angeles, CA (Metropolitan Area)",12892,LAX,187,9575440,0.9465,229.2,-0.0529,29,2018730,0.9587,137.49,-0.161,158,7556710,0.9432,253.7,-0.0349,2017212892LAX
Table 7,2017,3,32575,"Los Angeles, CA (Metropolitan Area)",10800,BUR,175,1025770,0.9726,165.41,0.0191,24,682370,0.9926,141.36,0.0294,151,343400,0.9328,213.19,0.0059,2017310800BUR
Table 7,2017,3,32070,"Harrisburg, PA",13230,MDT,42,156000,0.1691,280.37,0.1489,12,69320,0.0514,273.39,0.375,30,86680,0.2633,285.94,0.0206,2017313230MDT
Table 7,2018,2,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,21,113660,0.6348,151.5,-0.3197,7,35690,0.2132,213.93,-0.0602,14,77970,0.8278,122.92,-0.4424,2018210135ABE
Table 7,2017,2,31146,"Charleston/Dunbar, WV",11146,CRW,26,36930,0.0517,312.11,0.2333,16,24680,0,278.17,0.204,10,12250,0.1559,380.48,0.2793,2017211146CRW
Table 7,2017,2,31454,"Orlando, FL",13204,MCO,148,7087290,0.9718,178.81,-0.133,35,834140,0.8629,178.28,-0.1022,113,6253150,0.9864,178.88,-0.1369,2017213204MCO
Table 7,2018,1,34699,"Steamboat Springs, CO",12094,HDN,24,51740,0,315.7,0.3955,,,,,,24,51740,0,315.7,0.3955,2018112094HDN
Table 7,2018,1,31057,"Charlotte, NC",11057,CLT,124,2302960,0.4586,248.06,0.2514,80,1562170,0.3708,226.87,0.2736,44,740790,0.6435,292.74,0.2168,2018111057CLT
Table 7,2017,4,31973,"Gulfport/Biloxi, MS",11973,GPT,35,61770,0,238.79,-0.0604,7,19760,0,217.73,-0.0236,28,42010,0,248.7,-0.0747,2017411973GPT
Table 7,2018,1,32448,"Jackson/Vicksburg, MS",12448,JAN,40,111900,0,306.36,0.2018,14,55810,0,280.35,0.1691,26,56090,0,332.24,0.2307,2018112448JAN
Table 7,2018,1,31481,"Panama City, FL",11481,ECP,41,106650,0.8217,258.81,0.0682,13,43430,0.7131,233.1,-0.0536,28,63220,0.8962,276.48,0.1542,2018111481ECP
Table 7,2017,1,30140,"Albuquerque, NM",10140,ABQ,75,679860,0.9333,227.53,-2.089,19,320990,0.9414,196.77,-2.2742,56,358870,0.926,255.04,-1.9608,2017110140ABQ
Table 7,2017,2,34576,"Rochester, NY",14576,ROC,64,444010,0.6597,235.79,0.0547,28,201380,0.4285,211.03,0.2387,36,242630,0.8515,256.35,-0.0425,2017214576ROC
Table 7,2018,1,30852,"Washington, DC (Metropolitan Area)",10821,BWI,165,3026990,0.9419,192.49,-0.0635,67,1114330,0.9448,164,-0.0285,98,1912660,0.9402,209.1,-0.0787,2018110821BWI
Table 7,2018,2,31648,"Kalispell, MT",11648,FCA,31,75240,0.2165,244.11,-0.0385,3,17580,0,184.39,-0.0969,28,57660,0.2825,262.32,-0.025,2018211648FCA
Table 7,2017,4,31612,"Evansville, IN",11612,EVV,27,42720,0.1142,254.89,0.1961,13,29770,0.1639,236.27,0.3195,14,12950,0,297.69,0.0218,2017411612EVV
Table 7,2017,3,31884,"Spokane, WA",11884,GEG,71,688400,0.6857,206.35,-0.0923,11,259980,0.3385,153.84,-0.1535,60,428420,0.8963,238.22,-0.0658,2017311884GEG
Table 7,2018,1,32600,"Little Rock, AR",12992,LIT,58,276420,0.7742,259.42,0.0747,23,127120,0.6076,247.98,0.0874,35,149300,0.9159,269.16,0.065,2018112992LIT
Table 7,2018,2,31714,"Fort Myers, FL",14635,RSW,86,1540150,0.9092,212.99,-0.0049,9,100840,0.7469,221.11,0.1139,77,1439310,0.9206,212.42,-0.0126,2018214635RSW
Table 7,2017,1,32448,"Jackson/Vicksburg, MS",12448,JAN,45,128920,0,288.63,16.8858,17,66700,0,274.84,20.17,28,62220,0,303.4,13.8639,2017112448JAN
Table 7,2018,2,30198,"Pittsburgh, PA",14122,PIT,102,1737990,0.7824,217.34,0.0195,47,734540,0.5961,216.85,0.1142,55,1003450,0.9188,217.71,-0.04,2018214122PIT
Table 7,2017,1,30476,"Shreveport, LA",14814,SHV,21,41150,0.2185,265.43,8.2491,6,12540,0,299.88,38.2029,15,28610,0.3142,250.33,-2.811,2017114814SHV
Table 7,2018,2,32156,"Helena, MT",12156,HLN,14,16530,0,274.09,0.025,3,9680,0,254.83,0.1165,11,6850,0,301.31,-0.0664,2018212156HLN
Table 7,2017,3,30977,"Chicago, IL",13232,MDW,153,3059530,0.9923,164.95,-0.0551,71,1153470,0.9914,155.53,-0.0116,82,1906060,0.9928,170.65,-0.0775,2017313232MDW
Table 7,2018,1,34783,"Springfield, MO",14783,SGF,35,111240,0.4065,234.27,0.0057,8,35530,0,275.52,0.3316,27,75710,0.5973,214.92,-0.1234,2018114783SGF
Table 7,2017,4,34922,"Salinas/Monterey, CA",13476,MRY,16,52820,0.0767,188.08,-0.1154,7,42940,0.0943,144.23,-0.2079,9,9880,0,378.69,0.0964,2017413476MRY
Table 7,2017,3,30279,"Amarillo, TX",10279,AMA,27,82930,0.7885,237.31,0.1197,7,50670,0.7008,221.91,0.3062,20,32260,0.9262,261.49,-0.0593,2017310279AMA
Table 7,2018,2,31136,"Jacksonville, FL",12451,JAX,93,1198000,0.8198,226.65,0.0702,33,466460,0.8454,198.13,0.0271,60,731540,0.8035,244.83,0.0939,2018212451JAX
Table 7,2017,2,33105,"Cincinnati, OH",11193,CVG,86,1348960,0.7966,203.96,-0.0166,43,539750,0.6221,215.56,0.1184,43,809210,0.9131,196.22,-0.0966,2017211193CVG
Table 7,2017,3,31252,"Daytona Beach, FL",11252,DAB,37,93180,0.2303,190.71,-0.1813,7,20720,0,200.86,-0.0796,30,72460,0.2962,187.81,-0.2081,2017311252DAB
Table 7,2017,3,31122,"Casper, WY",11122,CPR,9,12900,0.2628,211.25,-0.0866,2,5680,0.5968,172.11,-0.1182,7,7220,0,242.05,-0.0679,2017311122CPR
Table 7,2018,2,34614,"Salt Lake City, UT",14869,SLC,124,2820000,0.7839,214.61,0,40,1416620,0.7408,164.71,-0.0737,84,1403380,0.8274,264.99,0.0526,2018214869SLC
Table 7,2017,3,32156,"Helena, MT",12156,HLN,12,11700,0,243.17,-0.1386,1,4330,0,195.04,-0.2452,11,7370,0,271.45,-0.084,2017312156HLN
Table 7,2017,4,33256,"Mission/McAllen/Edinburg, TX",13256,MFE,29,98180,0.3005,268.14,0.096,4,30610,0,243.43,0.178,25,67570,0.4366,279.33,0.0667,2017413256MFE
Table 7,2017,2,30140,"Albuquerque, NM",10140,ABQ,84,886480,0.9366,234.64,0.0179,19,370490,0.9408,191.81,-0.0427,65,515990,0.9336,265.39,0.0525,2017210140ABQ
Table 7,2018,2,34492,"Raleigh/Durham, NC",14492,RDU,110,2417050,0.7489,212.69,0.0162,61,1510270,0.6574,190.82,0.0334,49,906780,0.9014,249.12,-0.0049,2018214492RDU
Table 7,2017,1,34457,"Rapid City, SD",14457,RAP,14,37580,0.4582,219.34,-2.9212,2,7120,0,314.8,60.6625,12,30460,0.5653,197.03,-15.4219,2017114457RAP
Table 7,2017,4,30559,"Seattle, WA",14747,SEA,146,5545420,0.6372,204.23,-0.0995,30,1378960,0.3649,155.15,-0.1459,116,4166460,0.7273,220.47,-0.0879,2017414747SEA
Table 7,2017,4,31146,"Charleston/Dunbar, WV",11146,CRW,24,33960,0,300.23,0.2645,14,21760,0,249.24,0.1954,10,12200,0,391.18,0.3534,2017411146CRW
Table 7,2018,1,31454,"Orlando, FL",13204,MCO,152,7073990,0.9639,184.58,-0.0951,36,857810,0.85,184.11,-0.0407,116,6216180,0.9796,184.64,-0.1021,2018113204MCO
Table 7,2017,3,30559,"Seattle, WA",14747,SEA,158,6522300,0.7416,209.67,-0.0519,28,1474210,0.6158,158.59,-0.1083,130,5048090,0.7783,224.58,-0.0394,2017314747SEA
Table 7,2017,2,32467,"Miami, FL (Metropolitan Area)",11697,FLL,142,4436440,0.9756,169.2,-0.1894,30,611170,0.8769,145.39,-0.2205,112,3825270,0.9914,173,-0.185,2017211697FLL
Table 7,2017,1,30325,"Denver, CO",11292,DEN,151,6060240,0.9648,188.85,-3.3882,35,1498460,0.9535,156.55,-13.4099,116,4561780,0.9685,199.46,-0.4169,2017111292DEN
Table 7,2018,2,33360,"Melbourne, FL",13360,MLB,23,41000,0,215.25,-0.1544,2,15090,0,187.75,-0.2098,21,25910,0,231.27,-0.1253,2018213360MLB
Table 7,2017,3,34689,"Santa Barbara, CA",14689,SBA,28,95600,0,298.53,0.2465,5,23210,0,243.48,0.3971,23,72390,0,316.18,0.2142,2017314689SBA
Table 7,2018,1,31703,"New York City, NY (Metropolitan Area)",15070,SWF,121,64530,0.6541,185.47,-0.097,41,9670,0,207.79,0.212,80,54860,0.7694,181.53,-0.1412,2018115070SWF
Table 7,2017,2,30792,"Buffalo, NY",10792,BUF,70,954300,0.8336,202.14,-0.0652,31,445750,0.7111,179.01,-0.0198,39,508550,0.941,222.41,-0.0947,2017210792BUF
Table 7,2018,2,31995,"Greensboro/High Point, NC",11995,GSO,65,307750,0.0922,255.82,0.0838,41,216970,0.03,230.26,0.0847,24,90780,0.2407,316.93,0.0824,2018211995GSO
Table 7,2017,2,31986,"Grand Rapids, MI",11986,GRR,68,467080,0.7663,242.8,0.0341,31,177800,0.5451,245.76,0.1084,37,289280,0.9022,240.98,-0.0076,2017211986GRR
Table 7,2017,3,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,187,947990,0.8431,208.14,0.0708,27,375920,0.9307,155.12,0.0458,160,572070,0.7855,242.98,0.0816,2017313891ONT
Table 7,2018,2,31135,"Myrtle Beach, SC",13577,MYR,67,362350,0.8817,154.64,-0.3026,40,249440,0.8722,133.33,-0.386,27,112910,0.9029,201.71,-0.1302,MYR 2018213577.00
Table 7,2017,1,34100,"Philadelphia, PA",14100,PHL,124,3241750,0.7742,225.06,7.1476,55,1103260,0.5365,218.52,23.5333,69,2138490,0.8969,228.43,0.5645,2017114100PHL
Table 7,2017,4,30198,"Pittsburgh, PA",14122,PIT,99,1644160,0.7756,214.74,0.0323,47,722020,0.5932,211.51,0.1376,52,922140,0.9184,217.27,-0.0357,2017414122PIT
Table 7,2017,1,30781,"Baton Rouge, LA",10781,BTR,38,89970,0,268.05,15.4197,9,42840,0,260.7,35.8221,29,47130,0,274.74,2.1806,2017110781BTR
